id,nombre,descripcion,grupo,geomt,color,categoria,imagen,descripcion_upper,nombre_upper,num_articulo
2,Circulación giratoria,"Indica la proximidad a un lugar donde está establecido un sentido giratorio para la circulación.
",1,1,1,1,circulacion_giratoria.png,"INDICA LA PROXIMIDAD A UN LUGAR DONDE ESTA ESTABLECIDO UN SENTIDO GIRATORIO PARA LA CIRCULACION.
",CIRCULACION GIRATORIA,160
3,Peligros diversos,"Indica la proximidad a un peligro que no tiene otra señal específica; esta señal debe estar complementada con una placa que muestre concretamente la clase de peligro de que se trata.
",1,1,1,1,peligros_diversos.png,"INDICA LA PROXIMIDAD A UN PELIGRO QUE NO TIENE OTRA SENAL ESPECIFICA; ESTA SENAL DEBE ESTAR COMPLEMENTADA CON UNA PLACA QUE MUESTRE CONCRETAMENTE LA CLASE DE PELIGRO DE QUE SE TRATA.
",PELIGROS DIVERSOS,160
4,Cruce de animal que vive en libertad,"Indica la proximidad a una zona por la que cruzan frecuentemente animales que viven en libertad.
",1,1,1,1,cruce_de_animal_que_vive_en_libertad.png,"INDICA LA PROXIMIDAD A UNA ZONA POR LA QUE CRUZAN FRECUENTEMENTE ANIMALES QUE VIVEN EN LIBERTAD.
",CRUCE DE ANIMAL QUE VIVE EN LIBERTAD,160
5,Cruce de animales domésticos,"Indica la proximidad a una zona por la que cruzan frecuentemente animales domésticos o grupos de animales.
",1,1,1,1,cruce_de_animal_domestico.png,"INDICA LA PROXIMIDAD A UNA ZONA POR LA QUE CRUZAN FRECUENTEMENTE ANIMALES DOMESTICOS O GRUPOS DE ANIMALES.
",CRUCE DE ANIMALES DOMESTICOS,160
6,Estrechamiento de la vía por ambos lados,"Indica  la proximidad a un estrechamiento de la calzada por ambos lados.
",1,1,1,1,estrechamiento_de_via_por_ambos_lados.png,"INDICA  LA PROXIMIDAD A UN ESTRECHAMIENTO DE LA CALZADA POR AMBOS LADOS.
",ESTRECHAMIENTO DE LA VIA POR AMBOS LADOS,160
7,Paso para peatones,"Indica la existencia de un paso frecuente de peatones por una zona delimitada con marcas viales o por señales.<br>
a) mediante franjas tipo cebra; indica la prioridad del peatón en el cruce.<br>
b) mediante dos líneas paralelas; delimita la zona de cruce, sin conceder la prioridad para el peatón.
",1,1,1,1,paso_de_peatones.png,"INDICA LA EXISTENCIA DE UN PASO FRECUENTE DE PEATONES POR UNA ZONA DELIMITADA CON MARCAS VIALES O POR SENALES.<BR>
A) MEDIANTE FRANJAS TIPO CEBRA; INDICA LA PRIORIDAD DEL PEATON EN EL CRUCE.<BR>
B) MEDIANTE DOS LINEAS PARALELAS; DELIMITA LA ZONA DE CRUCE, SIN CONCEDER LA PRIORIDAD PARA EL PEATON.
",PASO PARA PEATONES,160
8,Doble sentido de circulación,"Indica que la circulación comienza en doble sentido de manera permanente o provisional.
",1,1,1,1,doble_sentido_de_circulacion.png,"INDICA QUE LA CIRCULACION COMIENZA EN DOBLE SENTIDO DE MANERA PERMANENTE O PROVISIONAL.
",DOBLE SENTIDO DE CIRCULACION,160
9,Perfil irregular o badén,"Indica la presencia de un perfil irregular, ya sea por mal estado de la calzada, por un puente combado, cambio brusco de rasante o por un badén.
",1,1,1,1,perfil_irregular_o_baden.png,"INDICA LA PRESENCIA DE UN PERFIL IRREGULAR, YA SEA POR MAL ESTADO DE LA CALZADA, POR UN PUENTE COMBADO, CAMBIO BRUSCO DE RASANTE O POR UN BADEN.
",PERFIL IRREGULAR O BADEN,160
10,Desprendimiento de rocas,Indica la proximidad a una zona peligrosa debido al desprendimiento de rocas y a la consiguiente presencia de rocas en la vía.,1,1,1,1,desprendimiento_de_rocas.png,INDICA LA PROXIMIDAD A UNA ZONA PELIGROSA DEBIDO AL DESPRENDIMIENTO DE ROCAS Y A LA CONSIGUIENTE PRESENCIA DE ROCAS EN LA VIA.,DESPRENDIMIENTO DE ROCAS,160
11,Cruce regulado por semáforo,"Indica las proximidades a una intersección regulada por semáforos.
",1,1,1,1,cruce_regulado_por_semaforo.png,"INDICA LAS PROXIMIDADES A UNA INTERSECCION REGULADA POR SEMAFOROS.
",CRUCE REGULADO POR SEMAFORO,160
12,Salida de ciclistas,Indica la proximidad a un paso frecuentado por ciclistas en la vía o que la atraviesan.,1,1,1,1,salida_de_ciclistas.png,INDICA LA PROXIMIDAD A UN PASO FRECUENTADO POR CICLISTAS EN LA VIA O QUE LA ATRAVIESAN.,SALIDA DE CICLISTAS,160
13,Niños,"Indica la proximidad a un lugar frecuentado por niños, tales como escuelas, terrenos de juego, áreas de recreación u otros similares.
",1,1,1,1,ninos.png,"INDICA LA PROXIMIDAD A UN LUGAR FRECUENTADO POR NINOS, TALES COMO ESCUELAS, TERRENOS DE JUEGO, AREAS DE RECREACION U OTROS SIMILARES.
",NINOS,160
14,Estrechamiento de la vía por lado izquierdo,"Indica la proximidad a un estrechamiento de la calzada por su lado izquierdo.
",1,1,1,1,estrechamiento_de_la_via_por_lado_izquierdo.png,"INDICA LA PROXIMIDAD A UN ESTRECHAMIENTO DE LA CALZADA POR SU LADO IZQUIERDO.
",ESTRECHAMIENTO DE LA VIA POR LADO IZQUIERDO,160
15,Bajada peligrosa,"Indica la proximidad a un descenso peligroso a causa de su inclinación o de su longitud.

",1,1,1,1,bajada_peligrosa.png,"INDICA LA PROXIMIDAD A UN DESCENSO PELIGROSO A CAUSA DE SU INCLINACION O DE SU LONGITUD.

",BAJADA PELIGROSA,160
16,Curva peligrosa a la izquierda,Indica la proximidad a una curva hacia el lado izquierdo del sentido de la circulación.,1,1,1,1,curva_peligrosa_a_la_izquierda.png,INDICA LA PROXIMIDAD A UNA CURVA HACIA EL LADO IZQUIERDO DEL SENTIDO DE LA CIRCULACION.,CURVA PELIGROSA A LA IZQUIERDA,160
17,Doble curva peligrosa a la derecha,"Indica la proximidad a dos o más curvas, la primera a la derecha.
",1,1,1,1,doble_curva_peligrosa_a_la_derecha.png,"INDICA LA PROXIMIDAD A DOS O MAS CURVAS, LA PRIMERA A LA DERECHA.
",DOBLE CURVA PELIGROSA A LA DERECHA,160
18,Obras,"Indica la proximidad a obras de construcción o reparación que ocupan parte de la vía.
",1,1,1,1,obras.png,"INDICA LA PROXIMIDAD A OBRAS DE CONSTRUCCION O REPARACION QUE OCUPAN PARTE DE LA VIA.
",OBRAS,160
19,Estrechamiento de la vía por lado derecho,"Indica  la proximidad a un estrechamiento de la calzada por su lado derecho.
",1,1,1,1,estrechamiento_de_la_via_por_lado_derecho.png,"INDICA  LA PROXIMIDAD A UN ESTRECHAMIENTO DE LA CALZADA POR SU LADO DERECHO.
",ESTRECHAMIENTO DE LA VIA POR LADO DERECHO,160
20,Proyección de gravilla,Indica la proximidad a un tramo de vía en el que pueden producirse proyecciones de gravilla.,1,1,1,1,proyeccion_de_gravilla.png,INDICA LA PROXIMIDAD A UN TRAMO DE VIA EN EL QUE PUEDEN PRODUCIRSE PROYECCIONES DE GRAVILLA.,PROYECCION DE GRAVILLA,160
21,Viento lateral,"Indica la proximidad a un tramo de vía en el que sopla con frecuencia un viento lateral violento.
",1,1,1,1,viento_lateral.png,"INDICA LA PROXIMIDAD A UN TRAMO DE VIA EN EL QUE SOPLA CON FRECUENCIA UN VIENTO LATERAL VIOLENTO.
",VIENTO LATERAL,160
23,Pavimento resbaladizo,"Indica la existencia de un pavimento con bajo coeficiente de fricción permanente o eventual, por lluvia, neblina u otra causa.
",1,1,1,1,pavimento_resbaladizo.png,"INDICA LA EXISTENCIA DE UN PAVIMENTO CON BAJO COEFICIENTE DE FRICCION PERMANENTE O EVENTUAL, POR LLUVIA, NEBLINA U OTRA CAUSA.
",PAVIMENTO RESBALADIZO,160
24,Vuelo rasante,"Indica la presencia de aeronaves que realizan vuelos bajos al aterrizar o al despegar.
",1,1,1,1,vuelo_rasante.png,"INDICA LA PRESENCIA DE AERONAVES QUE REALIZAN VUELOS BAJOS AL ATERRIZAR O AL DESPEGAR.
",VUELO RASANTE,160
25,Paso a nivel sin sistema de protección,Indica la proximidad a un paso a nivel desprovisto de dispositivo de protección.,1,1,1,1,paso_a_nivel_sin_barreras.png,INDICA LA PROXIMIDAD A UN PASO A NIVEL DESPROVISTO DE DISPOSITIVO DE PROTECCION.,PASO A NIVEL SIN SISTEMA DE PROTECCION,160
26,Paso a nivel con sistema de protección,"Indica la proximidad a un paso a nivel equipado con dispositivos de protección.
",1,1,1,1,paso_a_nivel_con_barreras.png,"INDICA LA PROXIMIDAD A UN PASO A NIVEL EQUIPADO CON DISPOSITIVOS DE PROTECCION.
",PASO A NIVEL CON SISTEMA DE PROTECCION,160
27,Puente móvil,"Indica la posibilidad de levantamiento o giro de un puente móvil que interrumpe la circulación del tránsito.
",1,1,1,1,puente_movil.png,"INDICA LA POSIBILIDAD DE LEVANTAMIENTO O GIRO DE UN PUENTE MOVIL QUE INTERRUMPE LA CIRCULACION DEL TRANSITO.
",PUENTE MOVIL,160
28,"Preseñalización de ""Pare""",Indica la proximidad a una señal de “Pare”.,1,1,1,1,presenalizacion_de_pare.png,INDICA LA PROXIMIDAD A UNA SENAL DE “PARE”.,"PRESENALIZACION DE ""PARE""",160
29,"Preseñalización de ""Ceda el Paso""",Indica la proximidad a una señal de “Ceda el Paso”.,1,1,1,1,presenalizacion_de_ceda_el_paso.png,INDICA LA PROXIMIDAD A UNA SENAL DE “CEDA EL PASO”.,"PRESENALIZACION DE ""CEDA EL PASO""",160
30,Cruce,"Indica el cruce de una carretera o camino con otro de igual categoría.
",1,1,1,1,cruce.png,"INDICA EL CRUCE DE UNA CARRETERA O CAMINO CON OTRO DE IGUAL CATEGORIA.
",CRUCE,160
31,Entronque lateral derecho,Indica la proximidad a un entronque en el lado derecho del sentido de la circulación con una carretera de menor importancia o no preferente.,1,1,1,1,entronque_lateral_derecho.png,INDICA LA PROXIMIDAD A UN ENTRONQUE EN EL LADO DERECHO DEL SENTIDO DE LA CIRCULACION CON UNA CARRETERA DE MENOR IMPORTANCIA O NO PREFERENTE.,ENTRONQUE LATERAL DERECHO,160
33,Desvío,"Indica la proximidad a un desvío en la circulación.
",1,1,1,1,desvio.png,"INDICA LA PROXIMIDAD A UN DESVIO EN LA CIRCULACION.
",DESVIO,160
34,Entronque lateral izquierdo,Indica la proximidad a un entronque en el lado izquierdo del sentido de la circulación con una carretera de menor importancia o no preferente.,1,1,1,1,entronque_lateral_izquierdo.png,INDICA LA PROXIMIDAD A UN ENTRONQUE EN EL LADO IZQUIERDO DEL SENTIDO DE LA CIRCULACION CON UNA CARRETERA DE MENOR IMPORTANCIA O NO PREFERENTE.,ENTRONQUE LATERAL IZQUIERDO,160
35,Cruce con preferencia,Indica la proximidad a una intersección con una carretera de menor importancia o no preferente.,1,1,1,1,cruce_con_preferencia.png,INDICA LA PROXIMIDAD A UNA INTERSECCION CON UNA CARRETERA DE MENOR IMPORTANCIA O NO PREFERENTE.,CRUCE CON PREFERENCIA,160
36,Curva peligrosa a la derecha,"Indica la proximidad a una curva hacia el lado derecho del sentido de la circulación.
",1,1,1,1,curva_peligrosa_a_la_derecha.png,"INDICA LA PROXIMIDAD A UNA CURVA HACIA EL LADO DERECHO DEL SENTIDO DE LA CIRCULACION.
",CURVA PELIGROSA A LA DERECHA,160
37,Balizas,"Señal lumínica o reflectante adicional que indica la proximidad a un peligro.
",1,2,6,1,baliza.png,"SENAL LUMINICA O REFLECTANTE ADICIONAL QUE INDICA LA PROXIMIDAD A UN PELIGRO.
",BALIZAS,160
40,Prioridad de circulación,Indica la prioridad con relación a los vehículos que circulan en sentido contrario.,2,4,4,1,"prioridad_de_circulacion.png
",INDICA LA PRIORIDAD CON RELACION A LOS VEHICULOS QUE CIRCULAN EN SENTIDO CONTRARIO.,PRIORIDAD DE CIRCULACION,162
41,Ceda el paso,"Indica que todo vehículo está obligado a disminuir la velocidad y parar si fuera necesario, para permitir el paso a todos los vehículos que circulan por la vía preferente.
",2,1,1,1,ceda_el_paso.png,"INDICA QUE TODO VEHICULO ESTA OBLIGADO A DISMINUIR LA VELOCIDAD Y PARAR SI FUERA NECESARIO, PARA PERMITIR EL PASO A TODOS LOS VEHICULOS QUE CIRCULAN POR LA VIA PREFERENTE.
",CEDA EL PASO,162
42,Pare,"Indica que todo vehículo está obligado a detenerse en la línea de “Pare” y si no la hubiera, antes del borde de la vía transversal sin internarse en ella, cualesquiera que sean las circunstancias de visibilidad, dándole prioridad a los vehículos que circulan por la vía transversal antes de cruzarla o incorporarse a ella.",2,3,2,1,pare.png,"INDICA QUE TODO VEHICULO ESTA OBLIGADO A DETENERSE EN LA LINEA DE “PARE” Y SI NO LA HUBIERA, ANTES DEL BORDE DE LA VIA TRANSVERSAL SIN INTERNARSE EN ELLA, CUALESQUIERA QUE SEAN LAS CIRCUNSTANCIAS DE VISIBILIDAD, DANDOLE PRIORIDAD A LOS VEHICULOS QUE CIRCULAN POR LA VIA TRANSVERSAL ANTES DE CRUZARLA O INCORPORARSE A ELLA.",PARE,162
43,Fin de la vía con prioridad,Indica que la preferencia en la vía por la cual se circula ha concluido.,2,4,6,1,fin_de_la_via_con_prioridad.png,INDICA QUE LA PREFERENCIA EN LA VIA POR LA CUAL SE CIRCULA HA CONCLUIDO.,FIN DE LA VIA CON PRIORIDAD,162
44,Prioridad a los vehículos que vienen contrarios,"Indica que está prohibido entrar en el paso estrecho mientras no sea posible atravesarlo sin obligar a los vehículos que circulan en sentido contrario a detenerse.
",2,3,2,1,prioridad_a_los_vehiculos_que_vienen_en_sentido_contrario.png,"INDICA QUE ESTA PROHIBIDO ENTRAR EN EL PASO ESTRECHO MIENTRAS NO SEA POSIBLE ATRAVESARLO SIN OBLIGAR A LOS VEHICULOS QUE CIRCULAN EN SENTIDO CONTRARIO A DETENERSE.
",PRIORIDAD A LOS VEHICULOS QUE VIENEN CONTRARIOS,162
45,Vía con prioridad,"Indica que la vía tiene preferencia en los cruces respecto a todas las demás vías que la atraviesan.
",2,4,1,1,via_con_prioridad.png,"INDICA QUE LA VIA TIENE PREFERENCIA EN LOS CRUCES RESPECTO A TODAS LAS DEMAS VIAS QUE LA ATRAVIESAN.
",VIA CON PRIORIDAD,162
46,Ceda el paso con luz roja,"Indica a los conductores de vehículos que pueden realizar giros de derecha o seguir recto en las intersecciones semaforizadas, con extrema precaución, cediéndole el paso a los conductores y peatones que transitan por la intersección con la luz verde correspondiente y a los peatones que cruzan la vía transversal con la luz verde de peatones.",2,2,4,1,ceda_el_paso_derecha_con_luz_roja.png,"INDICA A LOS CONDUCTORES DE VEHICULOS QUE PUEDEN REALIZAR GIROS DE DERECHA O SEGUIR RECTO EN LAS INTERSECCIONES SEMAFORIZADAS, CON EXTREMA PRECAUCION, CEDIENDOLE EL PASO A LOS CONDUCTORES Y PEATONES QUE TRANSITAN POR LA INTERSECCION CON LA LUZ VERDE CORRESPONDIENTE Y A LOS PEATONES QUE CRUZAN LA VIA TRANSVERSAL CON LA LUZ VERDE DE PEATONES.",CEDA EL PASO CON LUZ ROJA,162
47,Circulación prohibida a los animales de silla o montura,Circulación prohibida a los animales de silla o montura.,3,3,2,1,circulacion_prohibida_a_los_animales_de_silla_o_montura.png,CIRCULACION PROHIBIDA A LOS ANIMALES DE SILLA O MONTURA.,CIRCULACION PROHIBIDA A LOS ANIMALES DE SILLA O MONTURA,164
48,Circulación prohibida a los vehículos con motor excepto Motocicletas,"Circulación prohibida a todos los vehículos de motor, excepto las motocicletas y ciclomotores.
",3,3,2,1,circulacion_prohibida_a_los_vehiculos_con_motor_excepto_motocicletas_y_ciclomotores.png,"CIRCULACION PROHIBIDA A TODOS LOS VEHICULOS DE MOTOR, EXCEPTO LAS MOTOCICLETAS Y CICLOMOTORES.
",CIRCULACION PROHIBIDA A LOS VEHICULOS CON MOTOR EXCEPTO MOTOCICLETAS,164
49,Circulación prohibida a los vehículos que excedan la altura indicada,Circulación prohibida a los vehículos con una altura superior a la que indica la señal.,3,3,2,1,circulacion_prohibida_a_los__vehiculos_que_excedan_la__altura_indicada.png,CIRCULACION PROHIBIDA A LOS VEHICULOS CON UNA ALTURA SUPERIOR A LA QUE INDICA LA SENAL.,CIRCULACION PROHIBIDA A LOS VEHICULOS QUE EXCEDAN LA ALTURA INDICADA,164
50,Circulación prohibida a los vehículos que excedan el ancho indicado,Circulación prohibida a los vehículos con una ancho superior a la que indica la señal.,3,3,2,1,circulacion_prohibida_a_los_vehiculos_que_excedan_el_ancho_indicado.png,CIRCULACION PROHIBIDA A LOS VEHICULOS CON UNA ANCHO SUPERIOR A LA QUE INDICA LA SENAL.,CIRCULACION PROHIBIDA A LOS VEHICULOS QUE EXCEDAN EL ANCHO INDICADO,164
